level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
1,1,0,0,0,0,0,0,2324,3666,-1.0,
2,1,1,0,0,0,839,585,364,63,-1.0,
3,1,1,1,0,0,839,585,364,63,-1.0,
4,1,1,1,1,0,839,585,364,63,-1.0,
5,1,1,1,1,1,839,585,364,63,95.66716,INDEXES.
2,1,2,0,0,0,567,807,925,40,-1.0,
3,1,2,1,0,0,567,807,925,40,-1.0,
4,1,2,1,1,0,567,807,925,40,-1.0,
5,1,2,1,1,1,567,808,36,37,94.807091,I.
5,1,2,1,1,2,639,807,533,40,95.168777,CHRONOLOGICAL
5,1,2,1,1,3,1204,807,288,40,95.540459,INDEXES.
2,1,3,0,0,0,169,901,1729,251,-1.0,
3,1,3,1,0,0,169,901,1729,54,-1.0,
4,1,3,1,1,0,169,901,1729,54,-1.0,
5,1,3,1,1,1,169,904,52,51,96.694206,A)
5,1,3,1,1,2,249,903,491,39,93.404587,CHRONOLOGICAL
5,1,3,1,1,3,768,905,191,39,93.404587,INDEX
5,1,3,1,1,4,984,903,74,38,96.144302,OF
5,1,3,1,1,5,1086,903,160,38,95.610558,LAWS
5,1,3,1,1,6,1272,904,122,37,95.610558,AND
5,1,3,1,1,7,1422,901,237,39,96.335701,ORDERS
5,1,3,1,1,8,1688,901,62,40,95.956085,IN
5,1,3,1,1,9,1775,903,123,38,95.491821,THE
3,1,3,2,0,0,169,968,1728,40,-1.0,
4,1,3,2,1,0,169,968,1728,40,-1.0,
5,1,3,2,1,1,169,969,386,39,96.376579,LEGISLATIVE
5,1,3,2,1,2,601,969,205,39,96.252426,SERIES
5,1,3,2,1,3,849,969,73,39,96.557831,OF
5,1,3,2,1,4,963,970,120,38,96.785843,THE
5,1,3,2,1,5,1128,968,485,40,94.547256,INTERNATIONAL
5,1,3,2,1,6,1658,968,239,39,96.2556,LABOUR
3,1,3,3,0,0,169,1033,1728,119,-1.0,
4,1,3,3,1,0,169,1033,1728,54,-1.0,
5,1,3,3,1,1,169,1035,219,46,95.133904,"OFFICE,"
5,1,3,3,1,2,411,1045,113,42,95.133904,"1934,"
5,1,3,3,1,3,547,1036,121,39,95.828659,AND
5,1,3,3,1,4,692,1036,72,39,96.89183,OF
5,1,3,3,1,5,783,1036,200,39,96.83107,OTHER
5,1,3,3,1,6,1004,1035,236,38,95.901054,LABOUR
5,1,3,3,1,7,1260,1033,391,39,95.979446,LEGISLATION
5,1,3,3,1,8,1673,1033,224,39,95.831352,PASSED
4,1,3,3,2,0,664,1101,729,51,-1.0,
5,1,3,3,2,1,664,1101,235,39,96.520088,DURING
5,1,3,3,2,2,928,1101,120,39,96.291512,THE
5,1,3,3,2,3,1079,1103,161,37,96.44857,YEAR
5,1,3,3,2,4,1274,1111,119,41,83.536743,1934.
2,1,4,0,0,0,170,1347,1736,940,-1.0,
3,1,4,1,0,0,170,1347,1735,512,-1.0,
4,1,4,1,1,0,212,1347,1687,39,-1.0,
5,1,4,1,1,1,212,1349,71,30,95.785385,The
5,1,4,1,1,2,301,1349,102,29,96.422653,index
5,1,4,1,1,3,424,1357,116,21,96.163155,covers
5,1,4,1,1,4,564,1351,55,27,96.562752,the
5,1,4,1,1,5,640,1359,92,21,96.527298,same
5,1,4,1,1,6,753,1357,102,29,96.667595,range
5,1,4,1,1,7,877,1349,35,29,96.856804,of
5,1,4,1,1,8,932,1348,154,36,96.807137,subjects
5,1,4,1,1,9,1107,1356,35,20,96.59095,as
5,1,4,1,1,10,1167,1351,55,27,96.678932,the
5,1,4,1,1,11,1246,1348,203,38,96.368279,Legislative
5,1,4,1,1,12,1472,1348,118,31,96.196831,Series.
5,1,4,1,1,13,1626,1347,33,29,96.383858,It
5,1,4,1,1,14,1680,1349,155,29,95.907906,includes
5,1,4,1,1,15,1858,1349,41,29,96.687431,all
4,1,4,1,2,0,170,1395,1732,39,-1.0,
5,1,4,1,2,1,170,1397,189,37,96.820511,important
5,1,4,1,2,2,380,1396,117,30,95.7108,labour
5,1,4,1,2,3,519,1396,189,38,96.464424,legislation
5,1,4,1,2,4,729,1396,34,28,95.460823,in
5,1,4,1,2,5,787,1399,56,27,95.460823,the
5,1,4,1,2,6,864,1404,168,20,96.122345,narrower
5,1,4,1,2,7,1054,1404,105,28,96.900032,"sense,"
5,1,4,1,2,8,1182,1396,180,36,96.556732,excluding
5,1,4,1,2,9,1383,1396,79,29,96.787659,laws
5,1,4,1,2,10,1484,1396,164,36,96.451599,affecting
5,1,4,1,2,11,1670,1396,56,30,96.933769,the
5,1,4,1,2,12,1747,1395,155,37,96.408653,working
4,1,4,1,3,0,170,1441,1731,39,-1.0,
5,1,4,1,3,1,170,1445,122,30,96.311203,classes
5,1,4,1,3,2,312,1444,35,28,96.311203,in
5,1,4,1,3,3,369,1444,131,36,96.594986,general
5,1,4,1,3,4,521,1447,98,33,96.999123,apart
5,1,4,1,3,5,643,1445,85,30,96.088974,from
5,1,4,1,3,6,752,1447,55,27,96.232216,the
5,1,4,1,3,7,829,1443,158,36,96.232132,question
