level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
1,1,0,0,0,0,0,0,2977,4582,-1.0,
2,1,1,0,0,0,1548,149,906,43,-1.0,
3,1,1,1,0,0,1548,149,906,43,-1.0,
4,1,1,1,1,0,1548,149,906,43,-1.0,
5,1,1,1,1,1,1548,149,315,42,96.047203,Documentos
5,1,1,1,1,2,1903,149,60,40,96.378838,de
5,1,1,1,1,3,2002,149,224,42,96.068298,Derecho
5,1,1,1,1,4,2266,149,188,43,96.22728,Social
2,1,2,0,0,0,701,624,1752,44,-1.0,
3,1,2,1,0,0,701,624,1752,44,-1.0,
4,1,2,1,1,0,701,624,1752,44,-1.0,
5,1,2,1,1,1,701,624,677,41,90.830795,REFERENCIAS
5,1,2,1,1,2,1518,625,740,43,63.500134,LEGISLATIVAS_
5,1,2,1,1,3,2335,627,118,41,96.917961,1988
2,1,3,0,0,0,472,828,2015,188,-1.0,
3,1,3,1,0,0,472,828,2015,188,-1.0,
4,1,3,1,1,0,540,828,1781,55,-1.0,
5,1,3,1,1,1,540,829,57,40,94.901558,La
5,1,3,1,1,2,636,835,255,45,94.901558,presente
5,1,3,1,1,3,936,828,151,41,96.443909,lista
5,1,3,1,1,4,1131,828,183,43,96.400719,indica
5,1,3,1,1,5,1359,829,84,40,93.281311,los
5,1,3,1,1,6,1486,829,216,42,92.478249,titulos
5,1,3,1,1,7,1743,829,59,42,96.743355,de
5,1,3,1,1,8,1846,831,83,40,96.942093,las
5,1,3,1,1,9,1970,831,351,52,95.917023,principales
4,1,3,1,2,0,472,896,2015,53,-1.0,
5,1,3,1,2,1,472,896,417,52,91.67421,disposiciones
5,1,3,1,2,2,935,896,376,52,92.110229,legislativas
5,1,3,1,2,3,1352,897,59,40,93.269196,de
5,1,3,1,2,4,1458,896,209,51,80.19165,1988(*)
5,1,3,1,2,5,1716,897,374,52,91.256897,incorporadas
5,1,3,1,2,6,2134,911,59,26,93.172691,en
5,1,3,1,2,7,2233,899,254,40,91.966026,LABORLEX
4,1,3,1,3,0,475,964,1970,52,-1.0,
5,1,3,1,3,1,475,976,58,29,96.478828,en
5,1,3,1,3,2,571,965,225,39,96.027885,materia
5,1,3,1,3,3,833,964,59,40,96.358719,de
5,1,3,1,3,4,932,964,247,52,96.290367,"trabajo,"
5,1,3,1,3,5,1224,965,288,51,96.291046,seguridad
5,1,3,1,3,6,1551,965,184,42,93.23732,social
5,1,3,1,3,7,1775,977,28,39,92.873451,y
5,1,3,1,3,8,1840,967,317,40,92.067757,cuestiones
5,1,3,1,3,9,2201,977,244,30,90.430328,conexas.
2,1,4,0,0,0,1350,1137,550,4,-1.0,
3,1,4,1,0,0,1350,1137,550,4,-1.0,
4,1,4,1,1,0,1350,1137,550,4,-1.0,
5,1,4,1,1,1,1350,1137,550,4,95.0, 
2,1,5,0,0,0,312,1501,2589,1775,-1.0,
3,1,5,1,0,0,312,1501,2530,390,-1.0,
4,1,5,1,1,0,312,1501,2530,43,-1.0,
5,1,5,1,1,1,312,1501,192,42,96.210373,AFRICA
5,1,5,1,1,2,541,1501,94,40,96.142082,DEL
5,1,5,1,1,3,673,1501,94,40,95.786156,SUR
5,1,5,1,1,4,2594,1503,248,41,91.432335,ISN=6474
4,1,5,1,2,0,475,1635,1938,54,-1.0,
5,1,5,1,2,1,475,1635,452,53,91.883163,Representacion
5,1,5,1,2,2,964,1635,279,42,92.204346,sindical.
5,1,5,1,2,3,1319,1635,256,41,95.740517,Tribunal
5,1,5,1,2,4,1614,1636,60,40,93.224121,de
5,1,5,1,2,5,1714,1635,282,54,91.076584,apelacion
5,1,5,1,2,6,2032,1636,93,40,96.806992,del
5,1,5,1,2,7,2167,1636,246,52,96.463516,trabajo.
4,1,5,1,3,0,484,1768,2286,55,-1.0,
5,1,5,1,3,1,484,1769,313,42,93.669548,1988-07-13
5,1,5,1,3,2,869,1771,90,50,93.188766,Ley
5,1,5,1,3,3,996,1771,419,41,91.563477,modificatoria
5,1,5,1,3,4,1454,1768,114,43,90.54184,num.
5,1,5,1,3,5,1618,1772,56,40,92.974678,83
5,1,5,1,3,6,1746,1771,153,40,92.974678,sobre
5,1,5,1,3,7,1944,1771,83,40,93.287476,las
5,1,5,1,3,8,2070,1771,317,41,91.260071,relaciones
5,1,5,1,3,9,2427,1772,60,39,96.764404,de
5,1,5,1,3,10,2528,1772,242,51,96.146416,trabajo.
4,1,5,1,4,0,484,1836,1997,55,-1.0,
5,1,5,1,4,1,484,1836,344,48,96.426048,(Government
5,1,5,1,4,2,867,1839,248,48,95.897446,"Gazette,"
5,1,5,1,4,3,1167,1837,339,50,95.348427,"1988-07-13,"
5,1,5,1,4,4,1550,1837,114,40,95.55072,Vol.
5,1,5,1,4,5,1715,1839,112,48,96.257378,"277,"
5,1,5,1,4,6,1871,1839,84,40,95.363121,No.
5,1,5,1,4,7,2010,1839,176,48,93.199341,"11405,"
5,1,5,1,4,8,2231,1851,51,40,92.839073,p.
5,1,5,1,4,9,2335,1839,146,48,96.623421,1-53)
3,1,5,2,0,0,313,2037,2588,453,-1.0,
4,1,5,2,1,0,313,2037,2528,50,-1.0,
5,1,5,2,1,1,313,2037,280,50,91.448051,"ALEMANIA,"
5,1,5,2,1,2,637,2037,290,42,95.950569,REPUBLICA
5,1,5,2,1,3,963,2037,227,42,94.050774,FEDERAL
5,1,5,2,1,4,1224,2037,58,41,96.668015,DE
5,1,5,2,1,5,2595,2039,246,41,90.756966,ISN=4979
4,1,5,2,2,0,476,2169,671,43,-1.0,
5,1,5,2,2,1,476,2171,220,41,93.210808,Grandes
5,1,5,2,2,2,736,2169,411,42,91.551598,minusvalidos.
4,1,5,2,3,0,484,2301,2294,54,-1.0,
5,1,5,2,3,1,484,2303,313,41,96.700348,1988-03-28
5,1,5,2,3,2,871,2301,220,53,93.263588,Segunda
5,1,5,2,3,3,1129,2303,286,41,91.823647,ordenanza
5,1,5,2,3,4,1454,2304,60,39,93.271011,de
5,1,5,2,3,5,1554,2301,315,53,91.117569,aplicacion
