country,region,text,page
RSFSR,,"YUGOSLAVIA ISN=6312  Trabajo en régimen de asociacion. Principios fundamentales.  1988-01-20 Ley sobre el trabajo en regimen de asociacion (texto  codificado). Texto num. 131. (Sluzveni List, 1988-02-10, No. 11, p.  293-366)  135  ",12
