country,region,text,date,year,page,extracted_date,full_text
ALBANIA,,"Cummunes Act 8, duties of communes include inspection of the sanitary conditions of factories, workshops and workers' dwellings]. (F.Z. no. 26, p. x)",30.4.,1934,1,Apr. 30,"Apr. 30 Cummunes Act 8, duties of communes include inspection of the sanitary conditions of factories, workshops and workers' dwellings]. (F.Z. no. 26, p. x) "
ALBANIA,,"Supplementary Act respecting the settlement of refogees. (F.Z. no. 30, p. i)",19.5.,1934,1,May i9,"May i9 Supplementary Act respecting the settlement of refogees. (F.Z. no. 30, p. i) "
ALBANIA,,"Legislative Decree respecting the establishment of a State Economic Council. (F.Z. 2935, no. ii, p. io)",7.8.,1934,1,Aug. 7,"Aug. 7 Legislative Decree respecting the establishment of a State Economic Council. (F.Z. 2935, no. ii, p. io) "
ALBANIA,,"Legislative Decree respecting the organisation of education [I 28, school attendance (4—s 3 years)]. (F.Z. no. 54, p. 2)",26.9.,1934,1,Sept. 26,"Sept. 26 Legislative Decree respecting the organisation of education [I 28, school attendance (4—s 3 years)]. (F.Z. no. 54, p. 2) "
ARGENTINE REPUBLIC,,"Decree no. 33,833, to supplement the powers laid down in section x6 of Act no. 9688 [of 11th October, 1915] (industrial accidents) [powers of public prosecutors in respect of persons under disability]. (B.O. no. 11,881, p. 386)",3.1.,1934,2,Jan. 3,"Jan. 3 Decree no. 33,833, to supplement the powers laid down in section x6 of Act no. 9688 [of 11th October, 1915] (industrial accidents) [powers of public prosecutors in respect of persons under disability]. (B.O. no. 11,881, p. 386) "
ARGENTINE REPUBLIC,,"Decree no. 34,446 [under Act no. 11,3381, of 9th September, 1926, respecting night work in bakeries], to establish an employment exchange for the bakery trade and to introduce a system of work in rotation for unemployed persons. (B.O. DO. 11,887, p. 68o)",15.1.,1934,2,Jan. 15,"Jan. 15 Decree no. 34,446 [under Act no. 11,3381, of 9th September, 1926, respecting night work in bakeries], to establish an employment exchange for the bakery trade and to introduce a system of work in rotation for unemployed persons. (B.O. DO. 11,887, p. 68o) "
ARGENTINE REPUBLIC,,"Decree no. 34,445 [under Act no. to authorise the National Department of Labour and other administrative authorities (provincial or local) to issue temporary permits for the performance of work in the manufacture of bread between 9 p.m. and 5a.m. (B.O. no. 11,895, p. Ioio)",15.1.,1934,2,Jan. 15,"Jan. 15 Decree no. 34,445 [under Act no. to authorise the National Department of Labour and other administrative authorities (provincial or local) to issue temporary permits for the performance of work in the manufacture of bread between 9 p.m. and 5a.m. (B.O. no. 11,895, p. Ioio) "
ARGENTINE REPUBLIC,,"Decree no. 34,111, to issue regulations for the entry into Argentina of persons travelling as passengers 4, immigration of landworkers]. (B.O. no. 11,894, p. 962)",29.1.,1934,2,Jan. 29,"Jan. 29 Decree no. 34,111, to issue regulations for the entry into Argentina of persons travelling as passengers 4, immigration of landworkers]. (B.O. no. 11,894, p. 962) "
ARGENTINE REPUBLIC,,"Decree DO. 40,245, to provide that the special regulations for the hours of work of railway employees [under Act no. 11,544 of September, shall be issued by the Ministry of Public Works. (B.O. no. 11,960, p. iz7o)",24.4.,1934,2,Apr. 24,"Apr. 24 Decree DO. 40,245, to provide that the special regulations for the hours of work of railway employees [under Act no. 11,544 of September, shall be issued by the Ministry of Public Works. (B.O. no. 11,960, p. iz7o) "
ARGENTINE REPUBLIC,,"Decree no. 40,331, to issue Regulations for the issue of licences and pilots' certificates for civilian aircraft, (B.O. no. I2,ozz, p. 305)",18.4.,1934,2,Apr. i8,"Apr. i8 Decree no. 40,331, to issue Regulations for the issue of licences and pilots' certificates for civilian aircraft, (B.O. no. I2,ozz, p. 305) "
ARGENTINE REPUBLIC,,"Decree no. 40,927, to amend section io of the Regulations [of zoth April, 1930] respecting certificates for masters and skippers in the coasting trade. (B.O. no. 11,982, p. 725)",30.4.,1934,2,Apr. 30,"Apr. 30 Decree no. 40,927, to amend section io of the Regulations [of zoth April, 1930] respecting certificates for masters and skippers in the coasting trade. (B.O. no. 11,982, p. 725) "
ARGENTINE REPUBLIC,,"Decree no. 42,344, to amend the fifth paragraph of section r of the Decree of 25th November, 1931, respecting the fumigation of ships and railway coaches. (B.O. no. ,2,o,I, p. 10,1)",24.5.,1934,2,May 24,"May 24 Decree no. 42,344, to amend the fifth paragraph of section r of the Decree of 25th November, 1931, respecting the fumigation of ships and railway coaches. (B.O. no. ,2,o,I, p. 10,1) "
ARGENTINE REPUBLIC,,"Act no. 11,851, to approve the Conventions between the Argentine Republic and Poland4 [dated 17th March, x932], Czechoslovakia5 [dated 31st March, 1932], and Lithuania6 [dated 20th October, 5932], concerning reciprocity in regard to the payment of compensation for industrial accidents. (B.O. no. 12,045, p. 194)",17.7.,1934,2,July 17,"July 17 Act no. 11,851, to approve the Conventions between the Argentine Republic and Poland4 [dated 17th March, x932], Czechoslovakia5 [dated 31st March, 1932], and Lithuania6 [dated 20th October, 5932], concerning reciprocity in regard to the payment of compensation for industrial accidents. (B.O. no. 12,045, p. 194) "
