country,region,text,date,year,page,extracted_date,full_text
ARGENTINE REPUBLIC,,"Decree No. 86,260 (Ministry of the Interior) to add a paragraph to section 3 of Decree No. 66,078 of 28th June, 19401, to regulate the hours of work and rest periods of drivers of vehicles and other workers employed in the transport of goods by road. (B. 0. 1st August, 1941, No. 14,084, p. 15)",11.3.,1941,3,Mar. 11,"Mar. 11 Decree No. 86,260 (Ministry of the Interior) to add a paragraph to section 3 of Decree No. 66,078 of 28th June, 19401, to regulate the hours of work and rest periods of drivers of vehicles and other workers employed in the transport of goods by road. (B. 0. 1st August, 1941, No. 14,084, p. 15) "
ARGENTINE REPUBLIC,,"Decree No. 88,562 (Ministry of the Interior), to provide that the rest period provided for in section 7 of Act No. 11,3172 shall not be compulsory in the case of work performed under a time table terminating at 2 p.m. (B.O. 1st August, 1941, No. 14,084, p. 15)",17.4.,1941,3,Apr. 17,"Apr. 17 Decree No. 88,562 (Ministry of the Interior), to provide that the rest period provided for in section 7 of Act No. 11,3172 shall not be compulsory in the case of work performed under a time table terminating at 2 p.m. (B.O. 1st August, 1941, No. 14,084, p. 15) "
ARGENTINE REPUBLIC,,"Decree No. 100,072 (Ministry of the Interior), respecting the compensatory weekly rest to be given to employees who work on the rest days prescribed by Act No. and Act No. 11,640' [amendment of section 18 of Decree No. 16,117 of 16th January, 1933]. (B.O. 27th November, 1941, No. 14,181, p. 1)",6.9.,1941,3,Sept. 6,"Sept. 6 Decree No. 100,072 (Ministry of the Interior), respecting the compensatory weekly rest to be given to employees who work on the rest days prescribed by Act No. and Act No. 11,640' [amendment of section 18 of Decree No. 16,117 of 16th January, 1933]. (B.O. 27th November, 1941, No. 14,181, p. 1) "
ARGENTINE REPUBLIC,,"Act No. 12,713, respecting homework. (B.O. 15th November, 1941, No. 14,171, p. 2) Arg. I",3.10.,1941,3,Oct. 3,"Oct. 3 Act No. 12,713, respecting homework. (B.O. 15th November, 1941, No. 14,171, p. 2) Arg. I "
ARGENTINE REPUBLIC,,"Decree No. 102,163, respecting conditions of employment in cotton spinning mills. (B.O. 10th December, 1941, No. 14,191, p. 1)",9.10.,1941,3,Oct. 9,"Oct. 9 Decree No. 102,163, respecting conditions of employment in cotton spinning mills. (B.O. 10th December, 1941, No. 14,191, p. 1) "
ARGENTINE REPUBLIC,Mendoza,"Order No. 42, to set up a Medical Inspection Service and a Council of Industrial Hygiene. (Revista del Departamento del Trabajo, January 1942, No. 3, p. 56)",17.11.,1941,4,Nov. 17,"Nov. 17 Order No. 42, to set up a Medical Inspection Service and a Council of Industrial Hygiene. (Revista del Departamento del Trabajo, January 1942, No. 3, p. 56) "
AUSTRALIA,,Amendments of the National Security (Reinstatement in Civil Employment) Regulations5. S.R. No. 11,23.1.,1941,4,Jan. 23,Jan. 23 Amendments of the National Security (Reinstatement in Civil Employment) Regulations5. S.R. No. 11. 
AUSTRALIA,,Amendment of the National Security (Industrial Peace) Regula- tions. .S.R. No. 26. Consolidated text: Austral. 1,10.2.,1941,4,Feb. 10,Feb. 10 Amendment of the National Security (Industrial Peace) Regula- tions. .S.R. No. 26. Consolidated text: Austral. 1 
AUSTRALIA,,Amendment of the National Security (Industrial Peace) Regula- tions. SR. No. 49. Consolidated text: Austral. 1,5.3.,1941,4,Mar. 5,Mar. 5 Amendment of the National Security (Industrial Peace) Regula- tions. SR. No. 49. Consolidated text: Austral. 1 
AUSTRALIA,,"An Act to provide for the payment of endowments, in respect of certain children, at the rate of five shillings per week for each child. No. 8. Child Endowment Act 1941",7.4.,1941,4,Apr. 7,"Apr. 7 An Act to provide for the payment of endowments, in respect of certain children, at the rate of five shillings per week for each child. No. 8. Child Endowment Act 1941. "
