country,region,text,date,year,page,extracted_date,full_text
ALBANIA,,"Mar. 54 .&ct to amend the Act [of 23rd February, 2932] respecting commerce, handi- crafts and industry. (F.Z. no. 15, p",,,1,,"Mar. 54 .&ct to amend the Act [of 23rd February, 2932] respecting commerce, handi- crafts and industry. (F.Z. no. 15, p. "
ALBANIA,,"Apr. 30 Cummunes Act 8, duties of communes include inspection of the sanitary conditions of factories, workshops and workers' dwellings]. (F.Z. no. 26, p. x)",,,1,,"Apr. 30 Cummunes Act 8, duties of communes include inspection of the sanitary conditions of factories, workshops and workers' dwellings]. (F.Z. no. 26, p. x) "
ALBANIA,,"May i9 Supplementary Act respecting the settlement of refogees. (F.Z. no. 30, p. i)",,,1,,"May i9 Supplementary Act respecting the settlement of refogees. (F.Z. no. 30, p. i) "
ALBANIA,,"Aug. 7 Legislative Decree respecting the establishment of a State Economic Council. (F.Z. 2935, no. ii, p. io)",,,1,,"Aug. 7 Legislative Decree respecting the establishment of a State Economic Council. (F.Z. 2935, no. ii, p. io) "
ALBANIA,,"Sept. 26 Legislative Decree respecting the organisation of education [I 28, school attendance (4—s 3 years)]. (F.Z. no. 54, p. 2)",,,1,,"Sept. 26 Legislative Decree respecting the organisation of education [I 28, school attendance (4—s 3 years)]. (F.Z. no. 54, p. 2) "
ALBANIA,,F.Z. = Fletorfa Zyrf are,,,1,,F.Z. = Fletorfa Zyrf are. 
